#Accession	No_orfs	Coverage	Abundance	Name	Description
TIGR03835	7	0.873708	0.000278	TIGR03835	termin_org_DnaJ: terminal organelle assembly protein TopJ
TIGR03840	5	3.051643	0.000974	TIGR03840	TMPT_Se_Te: thiopurine S-methyltransferase, Se/Te detoxification family
TIGR03866	43	11.958064	0.003817	TIGR03866	PQQ_ABC_repeats: PQQ-dependent catabolism-associated beta-propeller protein
TIGR03889	17	6.432432	0.002053	TIGR03889	nitrile_acc: nitrile hydratase accessory protein
TIGR03896	23	5.274447	0.001683	TIGR03896	cyc_nuc_ocin: bacteriocin-type transport-associated protein
TIGR03897	2	0.601931	0.000192	TIGR03897	lanti_2_LanM: type 2 lantibiotic biosynthesis protein LanM
TIGR03900	2	0.124357	3.9e-05	TIGR03900	prc_long_Delta: putative carboxyl-terminal-processing protease, deltaproteobacterial
TIGR03902	2	0.493506	0.000157	TIGR03902	rhom_GG_sort: rhombosortase
TIGR03903	243	28.942383	0.009238	TIGR03903	TOMM_kin_cyc: TOMM system kinase/cyclase fusion protein
TIGR03921	16	4.824362	0.001539	TIGR03921	T7SS_mycosin: type VII secretion-associated serine protease mycosin
TIGR03922	1	0.075403	2.4e-05	TIGR03922	T7SS_EccA: type VII secretion AAA-ATPase EccA
TIGR03937	9	1.346437	0.000429	TIGR03937	PgaC_IcaA: poly-beta-1,6 N-acetyl-D-glucosamine synthase
TIGR03948	1	0.955056	0.000304	TIGR03948	butyr_acet_CoA: butyryl-CoA:acetate CoA-transferase
TIGR03953	1	0.99468	0.000317	TIGR03953	rplD_bact: 50S ribosomal protein L4
TIGR03965	30	7.53319	0.002404	TIGR03965	mycofact_glyco: mycofactocin system glycosyltransferase
TIGR03966	2	0.750649	0.000239	TIGR03966	actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system
TIGR03971	12	4.586715	0.001464	TIGR03971	SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase
TIGR03972	1	0.989898	0.000315	TIGR03972	rSAM_TYW1: wyosine biosynthesis protein TYW1
TIGR03990	5	1.222972	0.00039	TIGR03990	Arch_GlmM: phosphoglucosamine mutase
TIGR03992	8	3.114503	0.000994	TIGR03992	Arch_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR03999	1	0.821333	0.000262	TIGR03999	thiol_BshA: N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
TIGR04001	2	0.544247	0.000173	TIGR04001	thiol_BshB1: bacillithiol biosynthesis deacetylase BshB1
TIGR04018	19	5.256329	0.001677	TIGR04018	Bthiol_YpdA: putative bacillithiol system oxidoreductase, YpdA family
TIGR04022	1	0.138107	4.4e-05	TIGR04022	sulfur_SfnB: sulfur acquisition oxidoreductase, SfnB family
TIGR04046	8	2.03	0.000647	TIGR04046	MSMEG_0569_nitr: flavin-dependent oxidoreductase, MSMEG_0569 family
TIGR04074	1	0.445887	0.000142	TIGR04074	bacter_Hen1: 3' terminal RNA ribose 2'-O-methyltransferase Hen1
TIGR04075	3	0.454759	0.000145	TIGR04075	bacter_Pnkp: polynucleotide kinase-phosphatase
TIGR04095	1	0.365853	0.000116	TIGR04095	dnd_restrict_1: DNA phosphorothioation system restriction enzyme
TIGR04102	21	9.731481	0.003106	TIGR04102	SWIM_PBPRA1643: SWIM/SEC-C metal-binding motif protein, PBPRA1643 family
TIGR04104	85	31.268817	0.009981	TIGR04104	cxxc_20_cxxc: cxxc_20_cxxc protein
TIGR04105	2	0.205627	6.5e-05	TIGR04105	FeFe_hydrog_B1: [FeFe] hydrogenase, group B1/B3
TIGR04121	44	10.170398	0.003246	TIGR04121	DEXH_lig_assoc: DEXH box helicase, DNA ligase-associated
TIGR04123	1	0.323671	0.000103	TIGR04123	P_estr_lig_assc: metallophosphoesterase, DNA ligase-associated
TIGR04154	3	0.990373	0.000316	TIGR04154	archaeo_STT3: oligosaccharyl transferase, archaeosortase A system-associated
TIGR04160	8	1.977011	0.000631	TIGR04160	methbact_MbnC: methanobactin biosynthesis cassette protein MbnC
TIGR04171	1	0.939873	0.0003	TIGR04171	RNR_1b_NrdF: ribonucleoside-diphosphate reductase, class 1b, beta subunit
TIGR04180	2	0.764309	0.000243	TIGR04180	EDH_00030: NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family
TIGR04182	2	1.33447	0.000425	TIGR04182	glyco_TIGR04182: glycosyltransferase, TIGR04182 family
TIGR04198	1	0.105543	3.3e-05	TIGR04198	paramyx_RNAcap: mRNA capping enzyme
TIGR04211	11	2.353535	0.000751	TIGR04211	SH3_and_anchor: SH3 domain protein
TIGR04213	23	3.666666	0.00117	TIGR04213	PGF_pre_PGF: PGF-pre-PGF domain
TIGR04238	1	0.21393	6.8e-05	TIGR04238	seadorna_dsRNA: seadornavirus double-stranded RNA-binding protein
TIGR04239	4	1.594095	0.000508	TIGR04239	rhombo_GlpG: rhomboid family protease GlpG
TIGR04241	4	2.135802	0.000681	TIGR04241	adenoE3CR1rpt: mastadenovirus E3 CR1-alpha-1
TIGR04242	11	3.8	0.001212	TIGR04242	nodulat_NodC: chitooligosaccharide synthase NodC
TIGR04253	1	0.942928	0.0003	TIGR04253	mesacon_CoA_iso: mesaconyl-CoA isomerase
TIGR04260	5	2	0.000638	TIGR04260	Cyano_gly_rpt: rSAM-associated Gly-rich repeat protein
TIGR04265	4	0.58178	0.000185	TIGR04265	bac_cardiolipin: cardiolipin synthase
TIGR04274	5	0.86	0.000274	TIGR04274	hypoxanDNAglyco: DNA-deoxyinosine glycosylase
TIGR04283	2	0.773755	0.000246	TIGR04283	glyco_like_mftF: transferase 2, rSAM/selenodomain-associated
TIGR04316	8	1.928	0.000615	TIGR04316	dhbA_paeA: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
TIGR04320	2	0.527777	0.000168	TIGR04320	Surf_Exclu_PgrA: SEC10/PgrA surface exclusion domain
TIGR04336	1	0.866666	0.000276	TIGR04336	AmmeMemoSam_B: AmmeMemoRadiSam system protein B
TIGR04337	1	0.243553	7.7e-05	TIGR04337	AmmeMemoSam_rS: AmmeMemoRadiSam system radical SAM enzyme
TIGR04343	1	0.097297	3.1e-05	TIGR04343	egtE_PLP_lyase: ergothioneine biosynthesis PLP-dependent enzyme EgtE
TIGR04344	2	0.916666	0.000292	TIGR04344	ovoA_Nterm: 5-histidylcysteine sulfoxide synthase
TIGR04345	4	1.929752	0.000615	TIGR04345	ovoA_Cterm: putative 4-mercaptohistidine N1-methyltranferase
TIGR04346	1	0.170731	5.4e-05	TIGR04346	DotA_TraY: conjugal transfer/type IV secretion protein DotA/TraY
TIGR04348	2	0.66129	0.000211	TIGR04348	TIGR04348: putative glycosyltransferase, TIGR04348 family
TIGR04362	15	8.452229	0.002697	TIGR04362	choice_anch_C: choice-of-anchor C domain
TIGR04364	1	0.266497	8.5e-05	TIGR04364	methyltran_FxLD: methyltransferase, FxLD system
TIGR04380	2	1.684848	0.000537	TIGR04380	myo_inos_iolG: inositol 2-dehydrogenase
TIGR04382	1	0.265372	8.4e-05	TIGR04382	myo_inos_iolC_N: 5-dehydro-2-deoxygluconokinase
TIGR04384	1	0.130303	4.1e-05	TIGR04384	putr_carbamoyl: putrescine carbamoyltransferase
TIGR04406	1	0.079497	2.5e-05	TIGR04406	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
TIGR04416	672	280.764872	0.08962	TIGR04416	group_II_RT_mat: group II intron reverse transcriptase/maturase
TIGR04458	4	1.032258	0.000329	TIGR04458	CYP450_TxtE: 4-nitrotryptophan synthase
TIGR04461	2	1.306122	0.000416	TIGR04461	endura_MppQ: enduracididine biosynthesis enzyme MppQ
TIGR04486	2	0.75	0.000239	TIGR04486	thiosulf_SoxB: thiosulfohydrolase SoxB
TIGR04503	1	0.789655	0.000252	TIGR04503	mft_etfB: electron transfer flavoprotein, mycofactocin-associated
TIGR04506	2	1.091954	0.000348	TIGR04506	F_threo_transal: fluorothreonine transaldolase
