"busco_id"	"mRNA"	"genome"	"count"	"description"	"name"	"type"	"id"
"143619at33208"	"maker-ctg676_pilon-augustus-gene-1.42-mRNA-1"	"P08H-3"	467	"GPI transamidase component PIG-T"	"IPR007245"	"interpro"	"IPR007245"
"143619at33208"	"maker-ctg11_pilon-protein2genome-gene-14.16-mRNA-1"	"R07B-5"	467	"GPI transamidase component PIG-T"	"IPR007245"	"interpro"	"IPR007245"
"143619at33208"	"PE_Scaf12101_16.4"	"Pec"	467	"GPI transamidase component PIG-T"	"IPR007245"	"interpro"	"IPR007245"
"143997at33208"	"PE_Scaf11769_5.9"	"Pec"	450	"Cdc23"	"IPR007192"	"interpro"	"IPR007192"
"143997at33208"	"PE_Scaf11769_5.9"	"Pec"	462	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"143997at33208"	"maker-ctg72_pilon-protein2genome-gene-1.31-mRNA-1"	"R07B-5"	450	"Cdc23"	"IPR007192"	"interpro"	"IPR007192"
"143997at33208"	"maker-ctg72_pilon-protein2genome-gene-1.31-mRNA-1"	"R07B-5"	462	"Tetratricopeptide repeat"	"IPR019734"	"interpro"	"IPR019734"
"146671at33208"	"maker-ctg46_pilon-augustus-gene-3.23-mRNA-1"	"R07B-5"	444	"NFACT, RNA-binding domain"	"IPR008532"	"interpro"	"IPR008532"
"146671at33208"	"maker-ctg46_pilon-augustus-gene-3.23-mRNA-1"	"R07B-5"	429	"NFACT protein, C-terminal"	"IPR021846"	"interpro"	"IPR021846"
"146671at33208"	"PE_Scaf5616_4.5"	"Pec"	444	"NFACT, RNA-binding domain"	"IPR008532"	"interpro"	"IPR008532"
"146671at33208"	"PE_Scaf5616_4.5"	"Pec"	429	"NFACT protein, C-terminal"	"IPR021846"	"interpro"	"IPR021846"
"146671at33208"	"augustus-ctg382_pilon-processed-gene-2.27-mRNA-1"	"P08H-3"	444	"NFACT, RNA-binding domain"	"IPR008532"	"interpro"	"IPR008532"
"146671at33208"	"augustus-ctg382_pilon-processed-gene-2.27-mRNA-1"	"P08H-3"	429	"NFACT protein, C-terminal"	"IPR021846"	"interpro"	"IPR021846"
"14776at33208"	"augustus-ctg12_pilon-processed-gene-3.32-mRNA-1"	"R07B-5"	147	"HEAT repeat"	"IPR000357"	"interpro"	"IPR000357"
"14776at33208"	"augustus-ctg55_pilon-processed-gene-1.37-mRNA-1"	"P08H-3"	147	"HEAT repeat"	"IPR000357"	"interpro"	"IPR000357"
"147873at33208"	"augustus-ctg31_pilon-processed-gene-0.20-mRNA-1"	"P08H-3"	494	"HAT (Half-A-TPR) repeat"	"IPR003107"	"interpro"	"IPR003107"
"147873at33208"	"PE_Scaf10575_1.7"	"Pec"	494	"HAT (Half-A-TPR) repeat"	"IPR003107"	"interpro"	"IPR003107"
"147873at33208"	"augustus-ctg356_pilon-processed-gene-2.24-mRNA-1"	"R07B-5"	494	"HAT (Half-A-TPR) repeat"	"IPR003107"	"interpro"	"IPR003107"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	442	"Nrap protein, domain 5"	"IPR035370"	"interpro"	"IPR035370"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	420	"Nrap protein, domain 6"	"IPR035371"	"interpro"	"IPR035371"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	450	"Nrap protein, domain 4"	"IPR035369"	"interpro"	"IPR035369"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	451	"Nrap protein, domain 3"	"IPR035368"	"interpro"	"IPR035368"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	439	"Nrap protein domain 1"	"IPR035082"	"interpro"	"IPR035082"
"148067at33208"	"maker-ctg147_pilon-augustus-gene-4.42-mRNA-1"	"P08H-3"	446	"Nrap protein, domain 2"	"IPR035367"	"interpro"	"IPR035367"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	442	"Nrap protein, domain 5"	"IPR035370"	"interpro"	"IPR035370"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	420	"Nrap protein, domain 6"	"IPR035371"	"interpro"	"IPR035371"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	450	"Nrap protein, domain 4"	"IPR035369"	"interpro"	"IPR035369"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	451	"Nrap protein, domain 3"	"IPR035368"	"interpro"	"IPR035368"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	439	"Nrap protein domain 1"	"IPR035082"	"interpro"	"IPR035082"
"148067at33208"	"augustus-ctg1357_pilon-processed-gene-0.33-mRNA-1"	"R07B-5"	446	"Nrap protein, domain 2"	"IPR035367"	"interpro"	"IPR035367"
"148325at33208"	"maker-ctg211_pilon-augustus-gene-2.46-mRNA-1"	"P08H-3"	423	"Death domain"	"IPR000488"	"interpro"	"IPR000488"
"148325at33208"	"maker-ctg211_pilon-augustus-gene-2.46-mRNA-1"	"P08H-3"	488	"THO complex, subunit THOC1"	"IPR021861"	"interpro"	"IPR021861"
"148325at33208"	"PE_Scaf9976_5.12"	"Pec"	423	"Death domain"	"IPR000488"	"interpro"	"IPR000488"
"148325at33208"	"PE_Scaf9976_5.12"	"Pec"	488	"THO complex, subunit THOC1"	"IPR021861"	"interpro"	"IPR021861"
"152327at33208"	"PE_Scaf4702_1.3"	"Pec"	448	"Mitochondrial apoptosis-inducing factor, C-terminal domain"	"IPR029324"	"interpro"	"IPR029324"
"152327at33208"	"PE_Scaf4702_1.3"	"Pec"	305	"Pyridine nucleotide-disulphide oxidoreductase, N-terminal"	"IPR039648"	"interpro"	"IPR039648"
"152327at33208"	"PE_Scaf4702_1.3"	"Pec"	471	"FAD/NAD(P)-binding domain"	"IPR023753"	"interpro"	"IPR023753"
"152327at33208"	"maker-ctg38_pilon-protein2genome-gene-4.13-mRNA-1"	"R07B-5"	448	"Mitochondrial apoptosis-inducing factor, C-terminal domain"	"IPR029324"	"interpro"	"IPR029324"
"152327at33208"	"maker-ctg38_pilon-protein2genome-gene-4.13-mRNA-1"	"R07B-5"	305	"Pyridine nucleotide-disulphide oxidoreductase, N-terminal"	"IPR039648"	"interpro"	"IPR039648"
"152327at33208"	"maker-ctg38_pilon-protein2genome-gene-4.13-mRNA-1"	"R07B-5"	471	"FAD/NAD(P)-binding domain"	"IPR023753"	"interpro"	"IPR023753"
"152977at33208"	"augustus-ctg437_pilon-processed-gene-1.34-mRNA-1"	"P08H-3"	209	"Hid-1/Ecm30"	"IPR026705"	"interpro"	"IPR026705"
"152977at33208"	"maker-ctg432_pilon-protein2genome-gene-4.21-mRNA-1"	"R07B-5"	209	"Hid-1/Ecm30"	"IPR026705"	"interpro"	"IPR026705"
"152977at33208"	"PE_Scaf3472_5.14"	"Pec"	209	"Hid-1/Ecm30"	"IPR026705"	"interpro"	"IPR026705"
"153034at33208"	"maker-ctg25_pilon-augustus-gene-1.26-mRNA-1"	"P08H-3"	415	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"153034at33208"	"maker-ctg25_pilon-augustus-gene-1.26-mRNA-1"	"P08H-3"	445	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"153034at33208"	"PE_Scaf6310_5.7"	"Pec"	415	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"153034at33208"	"PE_Scaf6310_5.7"	"Pec"	445	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"153034at33208"	"augustus-ctg407_pilon-processed-gene-4.16-mRNA-1"	"R07B-5"	415	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"153034at33208"	"augustus-ctg407_pilon-processed-gene-4.16-mRNA-1"	"R07B-5"	445	"Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"	"IPR002130"	"interpro"	"IPR002130"
"157109at33208"	"maker-ctg1041_pilon-protein2genome-gene-1.59-mRNA-1"	"R07B-5"	64	"Zinc finger, RING/FYVE/PHD-type"	"IPR013083"	"interpro"	"IPR013083"
"157109at33208"	"maker-ctg1041_pilon-protein2genome-gene-1.59-mRNA-1"	"R07B-5"	92	"Zinc finger, RING-type"	"IPR001841"	"interpro"	"IPR001841"
"157109at33208"	"maker-ctg1041_pilon-protein2genome-gene-1.59-mRNA-1"	"R07B-5"	98	"Zinc finger C2H2-type"	"IPR013087"	"interpro"	"IPR013087"
"157109at33208"	"PE_Scaf5790_2.5"	"Pec"	64	"Zinc finger, RING/FYVE/PHD-type"	"IPR013083"	"interpro"	"IPR013083"
"157109at33208"	"PE_Scaf5790_2.5"	"Pec"	92	"Zinc finger, RING-type"	"IPR001841"	"interpro"	"IPR001841"
"157109at33208"	"PE_Scaf5790_2.5"	"Pec"	98	"Zinc finger C2H2-type"	"IPR013087"	"interpro"	"IPR013087"
"157109at33208"	"maker-ctg115_pilon-augustus-gene-5.13-mRNA-1"	"P08H-3"	64	"Zinc finger, RING/FYVE/PHD-type"	"IPR013083"	"interpro"	"IPR013083"
"157109at33208"	"maker-ctg115_pilon-augustus-gene-5.13-mRNA-1"	"P08H-3"	92	"Zinc finger, RING-type"	"IPR001841"	"interpro"	"IPR001841"
"157109at33208"	"maker-ctg115_pilon-augustus-gene-5.13-mRNA-1"	"P08H-3"	98	"Zinc finger C2H2-type"	"IPR013087"	"interpro"	"IPR013087"
"157138at33208"	"maker-ctg242_pilon-augustus-gene-3.52-mRNA-1"	"P08H-3"	442	"Neurochondrin"	"IPR008709"	"interpro"	"IPR008709"
"157138at33208"	"PE_Scaf4915_3.9"	"Pec"	442	"Neurochondrin"	"IPR008709"	"interpro"	"IPR008709"
"158845at33208"	"PE_Scaf11730_1.12"	"Pec"	457	"Exocyst component Exo84, C-terminal"	"IPR032403"	"interpro"	"IPR032403"
"158845at33208"	"maker-ctg417_pilon-protein2genome-gene-2.10-mRNA-1"	"R07B-5"	457	"Exocyst component Exo84, C-terminal"	"IPR032403"	"interpro"	"IPR032403"
"158845at33208"	"augustus-ctg3_pilon-processed-gene-3.43-mRNA-1"	"P08H-3"	457	"Exocyst component Exo84, C-terminal"	"IPR032403"	"interpro"	"IPR032403"
"16244at33208"	"augustus-ctg73_pilon-processed-gene-3.8-mRNA-1"	"R07B-5"	436	"DNA-directed DNA polymerase, family B, exonuclease domain"	"IPR006133"	"interpro"	"IPR006133"
"16244at33208"	"augustus-ctg73_pilon-processed-gene-3.8-mRNA-1"	"R07B-5"	312	"Predicted 3'-5' exonuclease, PolB-like"	"IPR019288"	"interpro"	"IPR019288"
"16244at33208"	"augustus-ctg73_pilon-processed-gene-3.8-mRNA-1"	"R07B-5"	442	"DNA polymerase epsilon, catalytic subunit A, C-terminal"	"IPR013697"	"interpro"	"IPR013697"
"16244at33208"	"augustus-ctg73_pilon-processed-gene-3.8-mRNA-1"	"R07B-5"	277	"YprB, ribonuclease H-like domain"	"IPR038720"	"interpro"	"IPR038720"
"16244at33208"	"augustus-ctg73_pilon-processed-gene-3.8-mRNA-1"	"R07B-5"	434	"DNA-directed DNA polymerase, family B, multifunctional domain"	"IPR006134"	"interpro"	"IPR006134"
"16244at33208"	"augustus-ctg298_pilon-processed-gene-4.118-mRNA-1"	"P08H-3"	436	"DNA-directed DNA polymerase, family B, exonuclease domain"	"IPR006133"	"interpro"	"IPR006133"
"16244at33208"	"augustus-ctg298_pilon-processed-gene-4.118-mRNA-1"	"P08H-3"	312	"Predicted 3'-5' exonuclease, PolB-like"	"IPR019288"	"interpro"	"IPR019288"
"16244at33208"	"augustus-ctg298_pilon-processed-gene-4.118-mRNA-1"	"P08H-3"	442	"DNA polymerase epsilon, catalytic subunit A, C-terminal"	"IPR013697"	"interpro"	"IPR013697"
"16244at33208"	"augustus-ctg298_pilon-processed-gene-4.118-mRNA-1"	"P08H-3"	277	"YprB, ribonuclease H-like domain"	"IPR038720"	"interpro"	"IPR038720"
"16244at33208"	"augustus-ctg298_pilon-processed-gene-4.118-mRNA-1"	"P08H-3"	434	"DNA-directed DNA polymerase, family B, multifunctional domain"	"IPR006134"	"interpro"	"IPR006134"
"16244at33208"	"PE_Scaf10471_1.10"	"Pec"	436	"DNA-directed DNA polymerase, family B, exonuclease domain"	"IPR006133"	"interpro"	"IPR006133"
"16244at33208"	"PE_Scaf10471_1.10"	"Pec"	312	"Predicted 3'-5' exonuclease, PolB-like"	"IPR019288"	"interpro"	"IPR019288"
"16244at33208"	"PE_Scaf10471_1.10"	"Pec"	442	"DNA polymerase epsilon, catalytic subunit A, C-terminal"	"IPR013697"	"interpro"	"IPR013697"
"16244at33208"	"PE_Scaf10471_1.10"	"Pec"	277	"YprB, ribonuclease H-like domain"	"IPR038720"	"interpro"	"IPR038720"
"16244at33208"	"PE_Scaf10471_1.10"	"Pec"	434	"DNA-directed DNA polymerase, family B, multifunctional domain"	"IPR006134"	"interpro"	"IPR006134"
"162821at33208"	"maker-ctg17_pilon-protein2genome-gene-9.11-mRNA-1"	"R07B-5"	388	"Glycosyl hydrolase family 63, N-terminal"	"IPR031631"	"interpro"	"IPR031631"
"162821at33208"	"maker-ctg17_pilon-protein2genome-gene-9.11-mRNA-1"	"R07B-5"	410	"Glycosyl hydrolase family 63, C-terminal"	"IPR031335"	"interpro"	"IPR031335"
"162821at33208"	"maker-ctg833_pilon-augustus-gene-0.72-mRNA-1"	"P08H-3"	388	"Glycosyl hydrolase family 63, N-terminal"	"IPR031631"	"interpro"	"IPR031631"
"162821at33208"	"maker-ctg833_pilon-augustus-gene-0.72-mRNA-1"	"P08H-3"	410	"Glycosyl hydrolase family 63, C-terminal"	"IPR031335"	"interpro"	"IPR031335"
"162821at33208"	"PE_Scaf7080_1.4"	"Pec"	388	"Glycosyl hydrolase family 63, N-terminal"	"IPR031631"	"interpro"	"IPR031631"
"162821at33208"	"PE_Scaf7080_1.4"	"Pec"	410	"Glycosyl hydrolase family 63, C-terminal"	"IPR031335"	"interpro"	"IPR031335"
"164767at33208"	"PE_Scaf3228_15.5"	"Pec"	452	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"164767at33208"	"PE_Scaf3228_15.5"	"Pec"	431	"Small-subunit processome, Utp21"	"IPR007319"	"interpro"	"IPR007319"
"164767at33208"	"maker-ctg211_pilon-augustus-gene-1.51-mRNA-1"	"P08H-3"	452	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"164767at33208"	"maker-ctg211_pilon-augustus-gene-1.51-mRNA-1"	"P08H-3"	431	"Small-subunit processome, Utp21"	"IPR007319"	"interpro"	"IPR007319"
"164767at33208"	"maker-ctg883_pilon-protein2genome-gene-1.1-mRNA-1"	"R07B-5"	452	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"164767at33208"	"maker-ctg883_pilon-protein2genome-gene-1.1-mRNA-1"	"R07B-5"	431	"Small-subunit processome, Utp21"	"IPR007319"	"interpro"	"IPR007319"
"166097at33208"	"PE_Scaf10232_3.2"	"Pec"	430	"Methylglyoxal synthase-like domain"	"IPR011607"	"interpro"	"IPR011607"
"166097at33208"	"PE_Scaf10232_3.2"	"Pec"	465	"Bifunctional purine biosynthesis protein PurH-like"	"IPR002695"	"interpro"	"IPR002695"
"166097at33208"	"augustus-ctg717_pilon-processed-gene-1.29-mRNA-1"	"R07B-5"	430	"Methylglyoxal synthase-like domain"	"IPR011607"	"interpro"	"IPR011607"
"166097at33208"	"augustus-ctg717_pilon-processed-gene-1.29-mRNA-1"	"R07B-5"	465	"Bifunctional purine biosynthesis protein PurH-like"	"IPR002695"	"interpro"	"IPR002695"
"166097at33208"	"augustus_masked-ctg2683_pilon-processed-gene-0.18-mRNA-1"	"P08H-3"	430	"Methylglyoxal synthase-like domain"	"IPR011607"	"interpro"	"IPR011607"
"166097at33208"	"augustus_masked-ctg2683_pilon-processed-gene-0.18-mRNA-1"	"P08H-3"	465	"Bifunctional purine biosynthesis protein PurH-like"	"IPR002695"	"interpro"	"IPR002695"
"168850at33208"	"augustus_masked-ctg1153_pilon-processed-gene-0.57-mRNA-1"	"P08H-3"	484	"Sec1-like protein"	"IPR001619"	"interpro"	"IPR001619"
"168850at33208"	"maker-ctg1068_pilon-protein2genome-gene-0.19-mRNA-1"	"R07B-5"	484	"Sec1-like protein"	"IPR001619"	"interpro"	"IPR001619"
"168850at33208"	"PE_Scaf174_5.9"	"Pec"	484	"Sec1-like protein"	"IPR001619"	"interpro"	"IPR001619"
"168924at33208"	"augustus_masked-ctg820_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	446	"ER membrane protein complex subunit 1, C-terminal"	"IPR011678"	"interpro"	"IPR011678"
"168924at33208"	"augustus_masked-ctg820_pilon-processed-gene-1.17-mRNA-1"	"R07B-5"	317	"Pyrrolo-quinoline quinone repeat"	"IPR002372"	"interpro"	"IPR002372"
"168924at33208"	"PE_Scaf3936_3.8"	"Pec"	446	"ER membrane protein complex subunit 1, C-terminal"	"IPR011678"	"interpro"	"IPR011678"
"168924at33208"	"PE_Scaf3936_3.8"	"Pec"	317	"Pyrrolo-quinoline quinone repeat"	"IPR002372"	"interpro"	"IPR002372"
"168924at33208"	"augustus-ctg81_pilon-processed-gene-1.54-mRNA-1"	"P08H-3"	446	"ER membrane protein complex subunit 1, C-terminal"	"IPR011678"	"interpro"	"IPR011678"
"168924at33208"	"augustus-ctg81_pilon-processed-gene-1.54-mRNA-1"	"P08H-3"	317	"Pyrrolo-quinoline quinone repeat"	"IPR002372"	"interpro"	"IPR002372"
"169864at33208"	"PE_Scaf12167_10.2"	"Pec"	441	"CCAAT-binding factor"	"IPR005612"	"interpro"	"IPR005612"
"169864at33208"	"PE_Scaf12167_10.2"	"Pec"	440	"Nucleolar complex-associated protein 3, N-terminal"	"IPR011501"	"interpro"	"IPR011501"
"169864at33208"	"maker-ctg601_pilon-protein2genome-gene-1.41-mRNA-1"	"R07B-5"	441	"CCAAT-binding factor"	"IPR005612"	"interpro"	"IPR005612"
"169864at33208"	"maker-ctg601_pilon-protein2genome-gene-1.41-mRNA-1"	"R07B-5"	440	"Nucleolar complex-associated protein 3, N-terminal"	"IPR011501"	"interpro"	"IPR011501"
"169864at33208"	"maker-ctg516_pilon-augustus-gene-0.22-mRNA-1"	"P08H-3"	441	"CCAAT-binding factor"	"IPR005612"	"interpro"	"IPR005612"
"169864at33208"	"maker-ctg516_pilon-augustus-gene-0.22-mRNA-1"	"P08H-3"	440	"Nucleolar complex-associated protein 3, N-terminal"	"IPR011501"	"interpro"	"IPR011501"
"172677at33208"	"maker-ctg420_pilon-protein2genome-gene-2.3-mRNA-1"	"R07B-5"	493	"Sphingomyelin phosphodiesterase 4"	"IPR024129"	"interpro"	"IPR024129"
"172677at33208"	"maker-ctg875_pilon-augustus-gene-1.16-mRNA-1"	"P08H-3"	493	"Sphingomyelin phosphodiesterase 4"	"IPR024129"	"interpro"	"IPR024129"
"172677at33208"	"PE_Scaf9470_4.3"	"Pec"	493	"Sphingomyelin phosphodiesterase 4"	"IPR024129"	"interpro"	"IPR024129"
"176247at33208"	"maker-ctg57_pilon-protein2genome-gene-1.61-mRNA-1"	"R07B-5"	485	"Tyrosyl-DNA phosphodiesterase I"	"IPR010347"	"interpro"	"IPR010347"
"176247at33208"	"PE_Scaf2724_8.16"	"Pec"	485	"Tyrosyl-DNA phosphodiesterase I"	"IPR010347"	"interpro"	"IPR010347"
"176247at33208"	"maker-ctg334_pilon-augustus-gene-3.46-mRNA-1"	"P08H-3"	485	"Tyrosyl-DNA phosphodiesterase I"	"IPR010347"	"interpro"	"IPR010347"
"177718at33208"	"maker-ctg624_pilon-protein2genome-gene-1.57-mRNA-1"	"R07B-5"	447	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"177718at33208"	"PE_Scaf3701_1.9"	"Pec"	447	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"177718at33208"	"augustus-ctg251_pilon-processed-gene-4.39-mRNA-1"	"P08H-3"	447	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"178537at33208"	"maker-ctg2_pilon-protein2genome-gene-18.34-mRNA-1"	"R07B-5"	437	"Radical SAM, C-terminal extension"	"IPR032432"	"interpro"	"IPR032432"
"178537at33208"	"maker-ctg2_pilon-protein2genome-gene-18.34-mRNA-1"	"R07B-5"	432	"Radical SAM"	"IPR007197"	"interpro"	"IPR007197"
"178537at33208"	"maker-ctg2_pilon-protein2genome-gene-18.34-mRNA-1"	"R07B-5"	412	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"178537at33208"	"maker-ctg316_pilon-augustus-gene-6.3-mRNA-1"	"P08H-3"	437	"Radical SAM, C-terminal extension"	"IPR032432"	"interpro"	"IPR032432"
"178537at33208"	"maker-ctg316_pilon-augustus-gene-6.3-mRNA-1"	"P08H-3"	432	"Radical SAM"	"IPR007197"	"interpro"	"IPR007197"
"178537at33208"	"maker-ctg316_pilon-augustus-gene-6.3-mRNA-1"	"P08H-3"	412	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"178537at33208"	"PE_Scaf6809_3.12"	"Pec"	437	"Radical SAM, C-terminal extension"	"IPR032432"	"interpro"	"IPR032432"
"178537at33208"	"PE_Scaf6809_3.12"	"Pec"	432	"Radical SAM"	"IPR007197"	"interpro"	"IPR007197"
"178537at33208"	"PE_Scaf6809_3.12"	"Pec"	412	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"179485at33208"	"maker-ctg296_pilon-protein2genome-gene-2.30-mRNA-1"	"R07B-5"	470	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"179485at33208"	"PE_Scaf2919_13.9"	"Pec"	470	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"179485at33208"	"augustus-ctg276_pilon-processed-gene-0.12-mRNA-1"	"P08H-3"	470	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"180808at33208"	"PE_Scaf576_1.1"	"Pec"	314	"FAD-dependent oxidoreductase 2, FAD binding domain"	"IPR003953"	"interpro"	"IPR003953"
"180808at33208"	"augustus-ctg165_pilon-processed-gene-2.13-mRNA-1"	"P08H-3"	314	"FAD-dependent oxidoreductase 2, FAD binding domain"	"IPR003953"	"interpro"	"IPR003953"
"182834at33208"	"maker-ctg106_pilon-protein2genome-gene-6.23-mRNA-1"	"R07B-5"	436	"Anaphase-promoting complex subunit 2, C-terminal"	"IPR014786"	"interpro"	"IPR014786"
"182834at33208"	"maker-ctg106_pilon-protein2genome-gene-6.23-mRNA-1"	"R07B-5"	448	"Cullin, N-terminal"	"IPR001373"	"interpro"	"IPR001373"
"184508at33208"	"maker-ctg681_pilon-protein2genome-gene-1.0-mRNA-1"	"R07B-5"	440	"SERRATE/Ars2 , C-terminal"	"IPR007042"	"interpro"	"IPR007042"
"184508at33208"	"maker-ctg681_pilon-protein2genome-gene-1.0-mRNA-1"	"R07B-5"	437	"SERRATE/Ars2, N-terminal"	"IPR021933"	"interpro"	"IPR021933"
"184508at33208"	"augustus-ctg45_pilon-processed-gene-11.11-mRNA-1"	"P08H-3"	440	"SERRATE/Ars2 , C-terminal"	"IPR007042"	"interpro"	"IPR007042"
"184508at33208"	"augustus-ctg45_pilon-processed-gene-11.11-mRNA-1"	"P08H-3"	437	"SERRATE/Ars2, N-terminal"	"IPR021933"	"interpro"	"IPR021933"
"184717at33208"	"maker-ctg17_pilon-protein2genome-gene-6.14-mRNA-1"	"R07B-5"	437	"4Fe-4S ferredoxin-type, iron-sulphur binding domain"	"IPR017896"	"interpro"	"IPR017896"
"184717at33208"	"maker-ctg17_pilon-protein2genome-gene-6.14-mRNA-1"	"R07B-5"	471	"ABC transporter-like"	"IPR003439"	"interpro"	"IPR003439"
"184717at33208"	"maker-ctg17_pilon-protein2genome-gene-6.14-mRNA-1"	"R07B-5"	440	"RNase L inhibitor RLI, possible metal-binding domain"	"IPR007209"	"interpro"	"IPR007209"
"184717at33208"	"maker-ctg44_pilon-augustus-gene-12.7-mRNA-1"	"P08H-3"	437	"4Fe-4S ferredoxin-type, iron-sulphur binding domain"	"IPR017896"	"interpro"	"IPR017896"
"184717at33208"	"maker-ctg44_pilon-augustus-gene-12.7-mRNA-1"	"P08H-3"	471	"ABC transporter-like"	"IPR003439"	"interpro"	"IPR003439"
"184717at33208"	"maker-ctg44_pilon-augustus-gene-12.7-mRNA-1"	"P08H-3"	440	"RNase L inhibitor RLI, possible metal-binding domain"	"IPR007209"	"interpro"	"IPR007209"
"186208at33208"	"augustus_masked-ctg144_pilon-processed-gene-5.20-mRNA-1"	"R07B-5"	445	"Possible tRNA binding domain"	"IPR027992"	"interpro"	"IPR027992"
"186208at33208"	"augustus_masked-ctg144_pilon-processed-gene-5.20-mRNA-1"	"R07B-5"	455	"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"	"IPR013562"	"interpro"	"IPR013562"
"186208at33208"	"augustus_masked-ctg144_pilon-processed-gene-5.20-mRNA-1"	"R07B-5"	473	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"186208at33208"	"augustus_masked-ctg144_pilon-processed-gene-5.20-mRNA-1"	"R07B-5"	471	"Helicase domain"	"IPR007807"	"interpro"	"IPR007807"
"186208at33208"	"augustus-ctg779_pilon-processed-gene-2.16-mRNA-1"	"P08H-3"	445	"Possible tRNA binding domain"	"IPR027992"	"interpro"	"IPR027992"
"186208at33208"	"augustus-ctg779_pilon-processed-gene-2.16-mRNA-1"	"P08H-3"	455	"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"	"IPR013562"	"interpro"	"IPR013562"
"186208at33208"	"augustus-ctg779_pilon-processed-gene-2.16-mRNA-1"	"P08H-3"	473	"GNAT domain"	"IPR000182"	"interpro"	"IPR000182"
"186208at33208"	"augustus-ctg779_pilon-processed-gene-2.16-mRNA-1"	"P08H-3"	471	"Helicase domain"	"IPR007807"	"interpro"	"IPR007807"
"186707at33208"	"augustus-ctg500_pilon-processed-gene-0.27-mRNA-1"	"P08H-3"	480	"Exocyst complex component Exo70"	"IPR004140"	"interpro"	"IPR004140"
"186707at33208"	"maker-ctg228_pilon-protein2genome-gene-6.31-mRNA-1"	"R07B-5"	480	"Exocyst complex component Exo70"	"IPR004140"	"interpro"	"IPR004140"
"187280at33208"	"maker-ctg295_pilon-augustus-gene-3.37-mRNA-1"	"P08H-3"	288	"Polyketide synthase, ketoreductase domain"	"IPR013968"	"interpro"	"IPR013968"
"187280at33208"	"maker-ctg295_pilon-augustus-gene-3.37-mRNA-1"	"P08H-3"	258	"N-terminal of MaoC-like dehydratase"	"IPR039569"	"interpro"	"IPR039569"
"187280at33208"	"maker-ctg295_pilon-augustus-gene-3.37-mRNA-1"	"P08H-3"	445	"Short-chain dehydrogenase/reductase SDR"	"IPR002347"	"interpro"	"IPR002347"
"187280at33208"	"maker-ctg295_pilon-augustus-gene-3.37-mRNA-1"	"P08H-3"	435	"MaoC-like dehydratase domain"	"IPR002539"	"interpro"	"IPR002539"
"187280at33208"	"maker-ctg295_pilon-augustus-gene-3.37-mRNA-1"	"P08H-3"	361	"SCP2 sterol-binding domain"	"IPR003033"	"interpro"	"IPR003033"
"187280at33208"	"PE_Scaf11669_1.11"	"Pec"	288	"Polyketide synthase, ketoreductase domain"	"IPR013968"	"interpro"	"IPR013968"
"187280at33208"	"PE_Scaf11669_1.11"	"Pec"	258	"N-terminal of MaoC-like dehydratase"	"IPR039569"	"interpro"	"IPR039569"
