#Accession	No_orfs	Coverage	Abundance	Name	Description
PF00520.31	84	58.55102	0.001754	Ion_trans	Ion transport protein
PF00521.20	2	0.730046	2.1e-05	DNA_topoisoIV	DNA gyrase/topoisomerase IV, subunit A
PF00526.18	8	3.75	0.000112	Dicty_CTDC	Dictyostelium (slime mold) repeat
PF00530.18	33	25.65	0.000768	SRCR	Scavenger receptor cysteine-rich domain
PF00531.22	56	42.732558	0.00128	Death	Death domain
PF00533.26	13	9.670886	0.000289	BRCT	BRCA1 C Terminus (BRCT) domain
PF00534.20	6	3.674418	0.00011	Glycos_transf_1	Glycosyl transferases group 1
PF00535.26	22	17.37647	0.00052	Glycos_transf_2	Glycosyl transferase family 2
PF00536.30	44	34.5	0.001033	SAM_1	SAM domain (Sterile alpha motif)
PF00538.19	28	16.756756	0.000502	Linker_histone	linker histone H1 and H5 family
PF00547.18	2	0.929292	2.7e-05	Urease_gamma	Urease, gamma subunit
PF00549.19	4	3.973856	0.000119	Ligase_CoA	CoA-ligase
PF00550.25	11	9.925373	0.000297	PP-binding	Phosphopantetheine attachment site
PF00551.19	4	2.613259	7.8e-05	Formyl_trans_N	Formyl transferase
PF00554.22	1	1	2.9e-05	RHD_DNA_bind	Rel homology DNA-binding domain
PF00557.24	9	7.373205	0.00022	Peptidase_M24	Metallopeptidase family M24
PF00560.33	14	9.391304	0.000281	LRR_1	Leucine Rich Repeat
PF00561.20	18	7.031128	0.00021	Abhydrolase_1	alpha/beta hydrolase fold
PF00562.28	2	1.228205	3.6e-05	RNA_pol_Rpb2_6	RNA polymerase Rpb2, domain 6
PF00564.24	6	5.178571	0.000155	PB1	PB1 domain
PF00565.17	4	3.231481	9.6e-05	SNase	Staphylococcal nuclease homologue
PF00566.18	28	17.413953	0.000521	RabGAP-TBC	Rab-GTPase-TBC domain
PF00567.24	16	11.491803	0.000344	TUDOR	Tudor domain
PF00568.23	4	3.36036	0.0001	WH1	WH1 domain
PF00569.17	11	7.466666	0.000223	ZZ	Zinc finger, ZZ type
PF00570.23	2	1.955882	5.8e-05	HRDC	HRDC domain
PF00571.28	18	14.421052	0.000432	CBS	CBS domain
PF00572.18	4	1.584	4.7e-05	Ribosomal_L13	Ribosomal protein L13
PF00573.22	3	2.046875	6.1e-05	Ribosomal_L4	Ribosomal protein L4/L1 family
PF00574.23	2	0.5	1.4e-05	CLP_protease	Clp protease
PF00575.23	23	15.666666	0.000469	S1	S1 RNA binding domain
PF00576.21	2	1.754545	5.2e-05	Transthyretin	HIUase/Transthyretin family
PF00578.21	8	4.806451	0.000144	AhpC-TSA	AhpC/TSA family
PF00579.25	5	3.658703	0.000109	tRNA-synt_1b	tRNA synthetases class I (W and Y)
PF00581.20	21	16.289719	0.000488	Rhodanese	Rhodanese-like domain
PF00582.26	16	13.794326	0.000413	Usp	Universal stress protein family
PF00583.25	13	10.393162	0.000311	Acetyltransf_1	Acetyltransferase (GNAT) family
PF00584.20	1	0.981818	2.9e-05	SecE	SecE/Sec61-gamma subunits of protein translocation complex
PF00586.24	3	2.734042	8.1e-05	AIRS	AIR synthase related protein, N-terminal domain
PF00587.25	10	7.145251	0.000214	tRNA-synt_2b	tRNA synthetase class II core domain (G, H, P, S and T)
PF00588.19	4	3.014084	9e-05	SpoU_methylase	SpoU rRNA Methylase family
PF00590.20	1	0.995305	2.9e-05	TP_methylase	Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591.21	4	3.849802	0.000115	Glycos_transf_3	Glycosyl transferase family, a/b domain
PF00595.24	66	56.536585	0.001694	PDZ	PDZ domain
PF00596.21	1	0.790322	2.3e-05	Aldolase_II	Class II Aldolase and Adducin N-terminal domain
PF00605.17	5	4.133333	0.000123	IRF	Interferon regulatory factor transcription factor
PF00609.19	5	4.981249	0.000149	DAGK_acc	Diacylglycerol kinase accessory domain
PF00610.21	6	5.486111	0.000164	DEP	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
PF00611.23	6	2.038961	6.1e-05	FCH	Fes/CIP4, and EFC/F-BAR homology domain
PF00612.27	86	73.666666	0.002207	IQ	IQ calmodulin-binding motif
PF00613.20	2	1.87027	5.6e-05	PI3Ka	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
PF00614.22	3	2.785714	8.3e-05	PLDc	Phospholipase D Active site motif
PF00615.19	11	9.830508	0.000294	RGS	Regulator of G protein signaling domain
PF00616.19	8	3.682692	0.00011	RasGAP	GTPase-activator protein for Ras-like GTPase
PF00617.19	19	11.853107	0.000355	RasGEF	RasGEF domain
PF00618.20	10	6.104761	0.000182	RasGEF_N	RasGEF N-terminal motif
PF00619.21	33	23.329411	0.000699	CARD	Caspase recruitment domain
PF00620.27	32	23.940789	0.000717	RhoGAP	RhoGAP domain
PF00621.20	38	29.021978	0.000869	RhoGEF	RhoGEF domain
PF00622.28	31	20.616666	0.000617	SPRY	SPRY domain
PF00623.20	3	2.981927	8.9e-05	RNA_pol_Rpb1_2	RNA polymerase Rpb1, domain 2
PF00625.21	9	6.93956	0.000207	Guanylate_kin	Guanylate kinase
PF00626.22	40	30.289473	0.000907	Gelsolin	Gelsolin repeat
PF00627.31	13	10.648648	0.000319	UBA	UBA/TS-N domain
PF00628.29	90	70.461538	0.002111	PHD	PHD-finger
PF00629.23	50	37.381249	0.00112	MAM	MAM domain, meprin/A5/mu
PF00630.19	67	53.543689	0.001604	Filamin	Filamin/ABP280 repeat
PF00631.22	2	1.75	5.2e-05	G-gamma	GGL domain
PF00632.25	44	22.941368	0.000687	HECT	HECT-domain (ubiquitin-transferase)
PF00634.18	7	5.484848	0.000164	BRCA2	BRCA2 repeat
PF00635.26	4	2.587155	7.7e-05	Motile_Sperm	MSP (Major sperm protein) domain
PF00636.26	6	4.657142	0.000139	Ribonuclease_3	Ribonuclease III domain
PF00637.20	39	18.741258	0.000561	Clathrin	Region in Clathrin and VPS
PF00638.18	8	5.991803	0.000179	Ran_BP1	RanBP1 domain
PF00639.21	1	0.98969	2.9e-05	Rotamase	PPIC-type PPIASE domain
PF00640.23	13	8.564285	0.000256	PID	Phosphotyrosine interaction domain (PTB/PID)
PF00641.18	31	19.6	0.000587	zf-RanBP	Zn-finger in Ran binding protein and others
PF00642.24	29	24.111111	0.000722	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643.24	48	27.809523	0.000833	zf-B_box	B-box zinc finger
PF00644.20	59	36.65641	0.001098	PARP	Poly(ADP-ribose) polymerase catalytic domain
PF00645.18	2	1.280487	3.8e-05	zf-PARP	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646.33	8	4.291666	0.000128	F-box	F-box domain
PF00647.19	2	1.121495	3.3e-05	EF1G	Elongation factor 1 gamma, conserved domain
PF00648.21	19	13.656565	0.000409	Peptidase_C2	Calpain family cysteine protease
PF00650.20	18	13.798742	0.000413	CRAL_TRIO	CRAL/TRIO domain
PF00651.31	117	84.9009	0.002543	BTB	BTB/POZ domain
PF00652.22	17	14.779527	0.000442	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
PF00653.21	74	52.712328	0.001579	BIR	Inhibitor of Apoptosis domain
PF00654.20	10	5.497175	0.000164	Voltage_CLC	Voltage gated chloride channel
PF00656.22	19	12.770161	0.000382	Peptidase_C14	Caspase domain
PF00657.22	1	0.62	1.8e-05	Lipase_GDSL	GDSL-like Lipase/Acylhydrolase
PF00658.18	2	1.852941	5.5e-05	PABP	Poly-adenylate binding protein, unique domain
PF00659.18	4	3.984375	0.000119	POLO_box	POLO box duplicated region
PF00664.23	79	50.09854	0.001501	ABC_membrane	ABC transporter transmembrane region
PF00665.26	19	12.27731	0.000367	rve	Integrase core domain
PF00667.20	5	4.914414	0.000147	FAD_binding_1	FAD binding domain
PF00668.20	2	0.28884	8e-06	Condensation	Condensation domain
PF00670.21	1	0.864197	2.5e-05	AdoHcyase_NAD	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
PF00673.21	1	1	2.9e-05	Ribosomal_L5_C	ribosomal L5P family C-terminus
PF00675.20	7	4.838926	0.000144	Peptidase_M16	Insulinase (Peptidase family M16)
PF00676.20	5	4.54	0.000136	E1_dh	Dehydrogenase E1 component
PF00679.24	7	5.955056	0.000178	EFG_C	Elongation factor G C-terminus
PF00681.20	160	87.487804	0.002621	Plectin	Plectin repeat
PF00682.19	2	1.969696	5.9e-05	HMGL-like	HMGL-like
PF00683.17	3	2.844444	8.5e-05	TB	TB domain
PF00684.19	1	1	2.9e-05	DnaJ_CXXCXGXG	DnaJ central domain
PF00685.27	19	14.576779	0.000436	Sulfotransfer_1	Sulfotransferase domain
PF00686.19	1	0.804123	2.4e-05	CBM_20	Starch binding domain
PF00687.21	3	2.857843	8.5e-05	Ribosomal_L1	Ribosomal protein L1p/L10e family
PF00688.18	9	4.971544	0.000148	TGFb_propeptide	TGF-beta propeptide
PF00689.21	8	4.461538	0.000133	Cation_ATPase_C	Cation transporting ATPase, C-terminus
PF00690.26	4	3.246376	9.7e-05	Cation_ATPase_N	Cation transporter/ATPase, N-terminus
PF00692.19	1	0.968992	2.9e-05	dUTPase	dUTPase
PF00694.19	3	2.251908	6.7e-05	Aconitase_C	Aconitase C-terminal domain
PF00696.28	2	0.937759	2.8e-05	AA_kinase	Amino acid kinase family
PF00698.21	10	6.890282	0.000206	Acyl_transf_1	Acyl transferase domain
PF00699.20	1	0.989795	2.9e-05	Urease_beta	Urease beta subunit
PF00701.22	2	1.920415	5.7e-05	DHDPS	Dihydrodipicolinate synthetase family
PF00702.26	27	15.714285	0.00047	Hydrolase	haloacid dehalogenase-like hydrolase
PF00703.21	1	1	2.9e-05	Glyco_hydro_2	Glycosyl hydrolases family 2
PF00704.28	50	28.596153	0.000856	Glyco_hydro_18	Glycosyl hydrolases family 18
PF00705.18	1	1	2.9e-05	PCNA_N	Proliferating cell nuclear antigen, N-terminal domain
PF00707.22	1	0.872093	2.6e-05	IF3_C	Translation initiation factor IF-3, C-terminal domain
PF00708.18	1	0.823529	2.4e-05	Acylphosphatase	Acylphosphatase
PF00709.21	1	0.727923	2.1e-05	Adenylsucc_synt	Adenylosuccinate synthetase
PF00710.20	1	0.984293	2.9e-05	Asparaginase	Asparaginase, N-terminal
PF00717.23	2	1.6	4.7e-05	Peptidase_S24	Peptidase S24-like
PF00719.19	2	1.075	3.2e-05	Pyrophosphatase	Inorganic pyrophosphatase
PF00723.21	4	1.716517	5.1e-05	Glyco_hydro_15	Glycosyl hydrolases family 15
PF00725.22	4	2.618556	7.8e-05	3HCDH	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
PF00728.22	10	7.59322	0.000227	Glyco_hydro_20	Glycosyl hydrolase family 20, catalytic domain
PF00730.25	3	1.712962	5.1e-05	HhH-GPD	HhH-GPD superfamily base excision DNA repair protein
PF00731.20	1	0.966216	2.8e-05	AIRC	AIR carboxylase
PF00732.19	24	16.66554	0.000499	GMC_oxred_N	GMC oxidoreductase
PF00733.21	3	1.518309	4.5e-05	Asn_synthase	Asparagine synthase
PF00735.18	7	4.295373	0.000128	Septin	Septin
PF00736.19	1	0.544444	1.6e-05	EF1_GNE	EF-1 guanine nucleotide exchange domain
PF00743.19	21	9.563909	0.000286	FMO-like	Flavin-binding monooxygenase-like
PF00749.21	6	4.388535	0.000131	tRNA-synt_1c	tRNA synthetases class I (E and Q), catalytic domain
PF00750.19	2	1.171919	3.5e-05	tRNA-synt_1d	tRNA synthetases class I (R)
PF00751.18	2	2	5.9e-05	DM	DM DNA binding domain
PF00752.17	6	5.178217	0.000155	XPG_N	XPG N-terminal domain
PF00753.27	8	5.710659	0.000171	Lactamase_B	Metallo-beta-lactamase superfamily
PF00754.25	79	46.511811	0.001393	F5_F8_type_C	F5/8 type C domain
PF00755.20	10	6.696763	0.0002	Carn_acyltransf	Choline/Carnitine o-acyltransferase
PF00756.20	1	0.996015	2.9e-05	Esterase	Putative esterase
PF00757.20	5	3.348993	0.0001	Furin-like	Furin-like cysteine rich region
PF00759.19	4	2.214111	6.6e-05	Glyco_hydro_9	Glycosyl hydrolase family 9
PF00762.19	1	1	2.9e-05	Ferrochelatase	Ferrochelatase
PF00763.23	2	1.801724	5.3e-05	THF_DHG_CYH	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
PF00764.19	1	0.987113	2.9e-05	Arginosuc_synth	Arginosuccinate synthase
PF00766.19	1	0.988095	2.9e-05	ETF_alpha	Electron transfer flavoprotein FAD-binding domain
PF00769.19	15	8.959349	0.000268	ERM	Ezrin/radixin/moesin family
PF00773.19	12	10.076687	0.000301	RNB	RNB domain
PF00778.17	3	2.296296	6.8e-05	DIX	DIX domain
PF00780.22	9	8.694545	0.00026	CNH	CNH domain
PF00781.24	8	6.261904	0.000187	DAGK_cat	Diacylglycerol kinase catalytic domain
PF00782.20	18	15.593984	0.000467	DSPc	Dual specificity phosphatase, catalytic domain
PF00784.17	12	7.935185	0.000237	MyTH4	MyTH4 domain
PF00786.28	4	2.813559	8.4e-05	PBD	P21-Rho-binding domain
PF00787.24	35	25.141592	0.000753	PX	PX domain
PF00788.23	17	12.677419	0.000379	RA	Ras association (RalGDS/AF-6) domain
PF00789.20	17	10.777777	0.000322	UBX	UBX domain
PF00790.19	6	3.489361	0.000104	VHS	VHS domain
PF00791.20	25	14.367346	0.00043	ZU5	ZU5 domain
PF00792.24	1	0.7	2e-05	PI3K_C2	Phosphoinositide 3-kinase C2
PF00794.18	4	3.289719	9.8e-05	PI3K_rbd	PI3-kinase family, ras-binding domain
PF00795.22	6	4.559386	0.000136	CN_hydrolase	Carbon-nitrogen hydrolase
PF00801.20	40	22.859154	0.000684	PKD	PKD domain
PF00804.25	3	2.385	7.1e-05	Syntaxin	Syntaxin
PF00805.22	11	8.749999	0.000262	Pentapeptide	Pentapeptide repeats (8 copies)
PF00806.19	17	12.285714	0.000368	PUF	Pumilio-family RNA binding repeat
PF00808.23	12	4.846153	0.000145	CBFD_NFYB_HMF	Histone-like transcription factor (CBF/NF-Y) and archaeal histone
PF00809.22	2	1.12295	3.3e-05	Pterin_bind	Pterin binding enzyme
PF00810.18	1	0.972789	2.9e-05	ER_lumen_recept	ER lumen protein retaining receptor
PF00812.17	1	0.884057	2.6e-05	Ephrin	Ephrin
PF00814.25	2	0.852398	2.5e-05	Peptidase_M22	Glycoprotease family
PF00817.20	3	2.9	8.6e-05	IMS	impB/mucB/samB family
PF00821.18	3	2.24581	6.7e-05	PEPCK_GTP	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PF00822.20	2	1.879518	5.6e-05	PMP22_Claudin	PMP-22/EMP/MP20/Claudin family
PF00827.17	1	0.994764	2.9e-05	Ribosomal_L15e	Ribosomal L15
PF00828.19	2	1.960937	5.8e-05	Ribosomal_L27A	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
PF00829.21	2	0.465346	1.3e-05	Ribosomal_L21p	Ribosomal prokaryotic L21 protein
PF00831.23	2	1.491228	4.4e-05	Ribosomal_L29	Ribosomal L29 protein
PF00833.18	2	0.852459	2.5e-05	Ribosomal_S17e	Ribosomal S17
PF00834.19	1	0.994949	2.9e-05	Ribul_P_3_epim	Ribulose-phosphate 3 epimerase family
PF00835.19	1	0.90909	2.7e-05	SNAP-25	SNAP-25 family
PF00836.19	3	1.580882	4.7e-05	Stathmin	Stathmin family
PF00837.17	4	1.721518	5.1e-05	T4_deiodinase	Iodothyronine deiodinase
PF00838.17	1	0.825301	2.4e-05	TCTP	Translationally controlled tumour protein
PF00839.17	16	5.741379	0.000172	Cys_rich_FGFR	Cysteine rich repeat
PF00842.21	3	2.975806	8.9e-05	Ala_racemase_C	Alanine racemase, C-terminal domain
PF00849.22	5	3.45625	0.000103	PseudoU_synth_2	RNA pseudouridylate synthase
PF00850.19	9	6.625407	0.000198	Hist_deacetyl	Histone deacetylase domain
PF00852.19	17	12.310734	0.000368	Glyco_transf_10	Glycosyltransferase family 10 (fucosyltransferase) C-term
PF00853.19	1	0.96923	2.9e-05	Runt	Runt domain
PF00854.21	4	1.881012	5.6e-05	PTR2	POT family
PF00855.17	20	12.104166	0.000362	PWWP	PWWP domain
PF00856.28	30	17.917159	0.000536	SET	SET domain
PF00857.20	4	3.171428	9.5e-05	Isochorismatase	Isochorismatase family
PF00858.24	115	31.568848	0.000945	ASC	Amiloride-sensitive sodium channel
PF00859.18	1	0.911262	2.7e-05	CTF_NFI	CTF/NF-I family transcription modulation region
PF00860.20	15	5.678663	0.00017	Xan_ur_permease	Permease family
PF00861.22	1	0.577586	1.7e-05	Ribosomal_L18p	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
PF00864.19	1	0.991825	2.9e-05	P2X_receptor	ATP P2X receptor
PF00867.18	4	3.968085	0.000118	XPG_I	XPG I-region
PF00868.20	11	6.381355	0.000191	Transglut_N	Transglutaminase family
PF00870.18	1	0.979381	2.9e-05	P53	P53 DNA-binding domain
PF00872.18	4	1.958005	5.8e-05	Transposase_mut	Transposase, Mutator family
PF00876.18	21	14.219373	0.000426	Innexin	Innexin
PF00880.18	4	3.482758	0.000104	Nebulin	Nebulin repeat
PF00881.24	1	0.841176	2.5e-05	Nitroreductase	Nitroreductase family
PF00883.21	3	2.909967	8.7e-05	Peptidase_M17	Cytosol aminopeptidase family, catalytic domain
PF00884.23	12	9.317152	0.000279	Sulfatase	Sulfatase
PF00886.19	1	1	2.9e-05	Ribosomal_S16	Ribosomal protein S16
PF00887.19	9	6.835294	0.000204	ACBP	Acyl CoA binding protein
PF00888.22	8	4.203883	0.000125	Cullin	Cullin family
PF00889.19	1	1	2.9e-05	EF_TS	Elongation factor TS
PF00890.24	4	2.285371	6.8e-05	FAD_binding_2	FAD binding domain
PF00891.18	3	1.580952	4.7e-05	Methyltransf_2	O-methyltransferase domain
PF00892.20	4	1.905109	5.7e-05	EamA	EamA-like transporter family
PF00899.21	10	7.77459	0.000232	ThiF	ThiF family
PF00900.20	4	2.373333	7.1e-05	Ribosomal_S4e	Ribosomal family S4e
PF00903.25	3	2.101562	6.2e-05	Glyoxalase	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF00907.22	9	6.782608	0.000203	T-box	T-box
PF00909.21	4	3.263157	9.7e-05	Ammonium_transp	Ammonium Transporter Family
PF00910.22	1	0.42056	1.2e-05	RNA_helicase	RNA helicase
PF00916.20	4	3.368421	0.0001	Sulfate_transp	Sulfate permease family
PF00917.26	4	3.070796	9.2e-05	MATH	MATH domain
PF00919.20	2	1.857142	5.5e-05	UPF0004	Uncharacterized protein family UPF0004
PF00923.19	3	0.668989	2e-05	TAL_FSA	Transaldolase/Fructose-6-phosphate aldolase
PF00927.22	20	15.122641	0.000453	Transglut_C	Transglutaminase family, C-terminal ig like domain
PF00928.21	10	7.571969	0.000226	Adap_comp_sub	Adaptor complexes medium subunit family
PF00929.24	12	8.727272	0.000261	RNase_T	Exonuclease
PF00930.21	6	3.810734	0.000114	DPPIV_N	Dipeptidyl peptidase IV (DPP IV) N-terminal region
PF00933.21	2	1.376175	4.1e-05	Glyco_hydro_3	Glycosyl hydrolase family 3 N terminal domain
PF00935.19	2	1.473684	4.4e-05	Ribosomal_L44	Ribosomal protein L44
PF00939.19	10	6.396186	0.000191	Na_sulph_symp	Sodium:sulfate symporter transmembrane region
PF00940.19	1	0.913043	2.7e-05	RNA_pol	DNA-dependent RNA polymerase
PF00941.21	5	3.269005	9.7e-05	FAD_binding_5	FAD binding domain in molybdopterin dehydrogenase
PF00953.21	3	1.34375	4e-05	Glycos_transf_4	Glycosyl transferase family 4
PF00955.21	6	3.954724	0.000118	HCO3_cotransp	HCO3- transporter family
PF00956.18	5	3.137037	9.3e-05	NAP	Nucleosome assembly protein (NAP)
PF00957.21	6	4.685393	0.00014	Synaptobrevin	Synaptobrevin
PF00958.22	2	1.619565	4.8e-05	GMP_synt_C	GMP synthase C terminal domain
PF00962.22	5	3.02439	9e-05	A_deaminase	Adenosine/AMP deaminase
PF00970.24	2	1.656565	4.9e-05	FAD_binding_6	Oxidoreductase FAD-binding domain
PF00975.20	7	5.792207	0.000173	Thioesterase	Thioesterase domain
PF00977.21	24	5.847161	0.000175	His_biosynth	Histidine biosynthesis protein
PF00982.21	3	0.833333	2.4e-05	Glyco_transf_20	Glycosyltransferase family 20
PF00984.19	1	0.989361	2.9e-05	UDPG_MGDP_dh	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF00988.22	1	0.632812	1.8e-05	CPSase_sm_chain	Carbamoyl-phosphate synthase small chain, CPSase domain
PF00989.25	2	1.460176	4.3e-05	PAS	PAS fold
PF00992.20	7	3.902985	0.000116	Troponin	Troponin
PF00994.24	3	2.888888	8.6e-05	MoCF_biosynth	Probable molybdopterin binding domain
PF00995.23	7	5.667826	0.000169	Sec1	Sec1 family
PF00996.18	3	1.816513	5.4e-05	GDI	GDP dissociation inhibitor
PF00999.21	7	4.346456	0.00013	Na_H_Exchanger	Sodium/hydrogen exchanger family
PF01000.26	2	2	5.9e-05	RNA_pol_A_bac	RNA polymerase Rpb3/RpoA insert domain
PF01007.20	3	2.985915	8.9e-05	IRK	Inward rectifier potassium channel transmembrane domain
PF01008.17	4	3.248226	9.7e-05	IF-2B	Initiation factor 2 subunit family
PF01011.21	2	1.236842	3.7e-05	PQQ	PQQ enzyme repeat
PF01012.21	5	3.472527	0.000104	ETF	Electron transfer flavoprotein domain
PF01014.18	2	1.984732	5.9e-05	Uricase	Uricase
PF01015.18	1	1	2.9e-05	Ribosomal_S3Ae	Ribosomal S3Ae family
PF01016.19	1	0.873417	2.6e-05	Ribosomal_L27	Ribosomal L27 protein
PF01018.22	2	1.277419	3.8e-05	GTP1_OBG	GTP1/OBG
PF01019.21	17	6.535156	0.000195	G_glu_transpept	Gamma-glutamyltranspeptidase
PF01025.19	1	0.969879	2.9e-05	GrpE	GrpE
PF01026.21	7	4.133333	0.000123	TatD_DNase	TatD related DNase
PF01027.20	6	4.37198	0.00013	Bax1-I	Inhibitor of apoptosis-promoting Bax1
PF01028.20	3	1.431034	4.2e-05	Topoisom_I	Eukaryotic DNA topoisomerase I, catalytic core
PF01030.24	1	0.982142	2.9e-05	Recep_L_domain	Receptor L domain
PF01031.20	17	10.417543	0.000312	Dynamin_M	Dynamin central region
PF01033.17	1	0.878048	2.6e-05	Somatomedin_B	Somatomedin B domain
PF01034.20	4	2.564516	7.6e-05	Syndecan	Syndecan domain
PF01035.20	1	0.962962	2.8e-05	DNA_binding_1	6-O-methylguanine DNA methyltransferase, DNA binding domain
PF01039.22	3	1.775303	5.3e-05	Carboxyl_trans	Carboxyl transferase domain
PF01040.18	4	2.734126	8.1e-05	UbiA	UbiA prenyltransferase family
PF01042.21	3	2.776859	8.3e-05	Ribonuc_L-PSP	Endoribonuclease L-PSP
PF01044.19	8	1.825413	5.4e-05	Vinculin	Vinculin family
PF01048.20	4	3.709401	0.000111	PNP_UDP_1	Phosphorylase superfamily
PF01049.17	2	1.916666	5.7e-05	Cadherin_C	Cadherin cytoplasmic region
PF01053.20	3	2.774869	8.3e-05	Cys_Met_Meta_PP	Cys/Met metabolism PLP-dependent enzyme
PF01055.26	7	6.35909	0.00019	Glyco_hydro_31	Glycosyl hydrolases family 31
PF01056.18	2	1.482248	4.4e-05	Myc_N	Myc amino-terminal region
PF01058.22	3	1.40458	4.2e-05	Oxidored_q6	NADH ubiquinone oxidoreductase, 20 Kd subunit
PF01061.24	3	1.842857	5.5e-05	ABC2_membrane	ABC-2 type transporter
PF01062.21	1	0.99661	2.9e-05	Bestrophin	Bestrophin, RFP-TM, chloride channel
PF01063.19	1	0.995515	2.9e-05	Aminotran_4	Amino-transferase class IV
PF01064.23	2	1.929411	5.7e-05	Activin_recp	Activin types I and II receptor domain
PF01066.21	7	3.530303	0.000105	CDP-OH_P_transf	CDP-alcohol phosphatidyltransferase
PF01067.22	15	12.51773	0.000375	Calpain_III	Calpain large subunit, domain III
PF01068.21	3	3	8.9e-05	DNA_ligase_A_M	ATP dependent DNA ligase domain
PF01070.18	1	0.666666	1.9e-05	FMN_dh	FMN-dependent dehydrogenase
PF01071.19	1	1	2.9e-05	GARS_A	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01073.19	5	2.692857	8e-05	3Beta_HSD	3-beta hydroxysteroid dehydrogenase/isomerase family
PF01074.22	3	2.761245	8.2e-05	Glyco_hydro_38N	Glycosyl hydrolases family 38 N-terminal domain
PF01078.21	1	0.304347	9e-06	Mg_chelatase	Magnesium chelatase, subunit ChlI
PF01079.20	1	0.995327	2.9e-05	Hint	Hint module
PF01080.17	2	1.050251	3.1e-05	Presenilin	Presenilin
PF01082.20	2	1.938931	5.8e-05	Cu2_monooxygen	Copper type II ascorbate-dependent monooxygenase, N-terminal domain
PF01084.20	4	3.615384	0.000108	Ribosomal_S18	Ribosomal protein S18
PF01085.18	5	1.788819	5.3e-05	HH_signal	Hedgehog amino-terminal signalling domain
PF01086.17	1	0.995652	2.9e-05	Clathrin_lg_ch	Clathrin light chain
PF01087.22	1	0.98913	2.9e-05	GalP_UDP_transf	Galactose-1-phosphate uridyl transferase, N-terminal domain
PF01088.21	5	3.080568	9.2e-05	Peptidase_C12	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01090.19	1	0.985401	2.9e-05	Ribosomal_S19e	Ribosomal protein S19e
PF01092.19	1	1	2.9e-05	Ribosomal_S6e	Ribosomal protein S6e
PF01094.28	26	17.855932	0.000535	ANF_receptor	Receptor family ligand binding region
